Time,Red_light,IR_light,SpO2,SpO2Valid,,,remove zeros,,,50 point moving average
1744498426,21,29,97,1,,,97,,,94.25490196
1744498426,29,29,97,1,,,97,,,93.98039216
1744498426,27,33,97,1,,,97,,,93.70588235
1744498426,28,36,97,1,,,97,,,93.43137255
1744498427,24,39,97,1,,,97,,,93.15686275
1744498427,25,33,97,1,,,97,,,92.88235294
1744498427,25,33,97,1,,,97,,,92.60784314
1744498427,23,32,97,1,,,97,,,92.33333333
1744498427,14,33,97,1,,,97,,,92.05882353
1744498427,0,39,97,1,,,97,,,91.78431373
1744498427,0,30,97,1,,,97,,,91.50980392
1744498427,3598,34,97,1,,,97,,,91.23529412
1744498427,2189,37,97,1,,,97,,,90.96078431
1744498427,0,18,97,1,,,97,,,90.68627451
1744498428,0,0,97,1,,,97,,,90.41176471
1744498428,428,0,97,1,,,97,,,90.1372549
1744498428,1124,3125,97,1,,,97,,,89.54901961
1744498428,154,1301,97,1,,,97,,,88.96078431
1744498428,38,0,97,1,,,97,,,88.37254902
1744498428,29,0,97,1,,,97,,,87.78431373
1744498428,22,488,97,1,,,97,,,87.19607843
1744498428,17,810,97,1,,,97,,,86.60784314
1744498428,23,173,97,1,,,97,,,86.01960784
1744498428,26,29,97,1,,,97,,,85.43137255
1744498429,29,32,97,1,,,97,,,84.84313725
1744498429,30,36,97,1,,,97,,,84.25490196
1744498429,25,33,97,1,,,97,,,83.66666667
1744498429,26,37,97,1,,,97,,,83.07843137
1744498429,29,37,97,1,,,97,,,82.49019608
1744498429,36,37,97,1,,,97,,,81.90196078
1744498429,32,36,97,1,,,97,,,81.31372549
1744498429,21,37,97,1,,,97,,,80.7254902
1744498429,21,30,97,1,,,97,,,80.1372549
1744498429,29,25,97,1,,,97,,,79.54901961
1744498430,31,34,97,1,,,97,,,78.96078431
1744498430,26,31,97,1,,,97,,,78.37254902
1744498430,23,37,97,1,,,97,,,77.78431373
1744498430,28,33,97,1,,,97,,,77.19607843
1744498430,32,34,97,1,,,97,,,76.60784314
1744498430,33,35,97,1,,,97,,,76.01960784
1744498430,27,36,97,1,,,97,,,75.43137255
1744498430,30,36,83,1,,,83,,,74.35294118
1744498430,33,32,83,1,,,83,,,73.54901961
1744498430,27,33,83,1,,,83,,,72.74509804
1744498431,27,31,83,1,,,83,,,71.94117647
1744498431,33,29,83,1,,,83,,,71.1372549
1744498431,33,34,83,1,,,83,,,70.33333333
1744498431,29,34,83,1,,,83,,,69.52941176
1744498431,21,42,83,1,,,83,,,68.7254902
1744498431,27,36,83,1,,,83,,,67.92156863
1744498431,0,31,83,1,,,83,,,67.11764706
1744498431,0,38,83,1,,,83,,,66.31372549
1744498431,228,30,83,1,,,83,,,65.50980392
1744498431,3787,30,83,1,,,83,,,64.70588235
1744498432,1436,30,83,1,,,83,,,63.90196078
1744498432,0,0,83,1,,,83,,,63.09803922
1744498432,0,0,83,1,,,83,,,62.29411765
1744498432,607,272,83,1,,,83,,,61.49019608
1744498432,1139,3359,83,1,,,83,,,60.68627451
1744498432,179,1399,83,1,,,83,,,59.88235294
1744498432,20,14,83,1,,,83,,,59.07843137
1744498432,26,0,83,1,,,83,,,58.2745098
1744498432,34,205,83,1,,,83,,,57.47058824
1744498432,30,1047,83,1,,,83,,,56.66666667
1744498433,16,276,83,1,,,83,,,55.8627451
1744498433,23,33,83,1,,,83,,,55.05882353
1744498433,36,27,67,1,,,67,,,55.11764706
1744498433,25,41,67,1,,,67,,,55.49019608
1744498433,31,39,67,1,,,67,,,55.8627451
1744498433,35,23,67,1,,,67,,,56.23529412
1744498433,31,38,67,1,,,67,,,56.60784314
1744498433,30,37,67,1,,,67,,,56.98039216
1744498433,20,36,67,1,,,67,,,57.35294118
1744498433,21,27,67,1,,,67,,,57.7254902
1744498434,31,33,67,1,,,67,,,58.09803922
1744498434,30,36,67,1,,,67,,,58.47058824
1744498434,19,35,67,1,,,67,,,58.84313725
1744498434,25,34,67,1,,,67,,,59.21568627
1744498434,34,32,67,1,,,67,,,59.58823529
1744498434,29,34,67,1,,,67,,,59.96078431
1744498434,30,30,67,1,,,67,,,60.33333333
1744498434,23,33,67,1,,,67,,,60.70588235
1744498434,23,27,67,1,,,67,,,61.07843137
1744498434,32,37,67,1,,,67,,,61.45098039
1744498435,29,35,67,1,,,67,,,61.82352941
1744498435,21,35,67,1,,,67,,,62.19607843
1744498435,26,31,67,1,,,67,,,62.56862745
1744498435,32,34,67,1,,,67,,,62.94117647
1744498435,27,34,67,1,,,67,,,63.31372549
1744498435,27,36,67,1,,,67,,,63.68627451
1744498435,24,35,67,1,,,67,,,64.05882353
1744498435,20,32,42,1,,,42,,,64.47058824
1744498435,0,33,42,1,,,42,,,65.37254902
1744498435,0,37,42,1,,,42,,,66.2745098
1744498436,2943,30,42,1,,,42,,,67.17647059
1744498436,1498,26,42,1,,,42,,,68.07843137
1744498436,0,26,42,1,,,42,,,68.98039216
1744498436,0,0,42,1,,,42,,,69.88235294
1744498436,352,0,42,1,,,42,,,70.78431373
1744498436,926,3753,42,1,,,42,,,71.68627451
1744498436,203,1625,42,1,,,42,,,72.58823529
1744498436,33,0,42,1,,,42,,,73.49019608
1744498436,25,0,42,1,,,42,,,74.39215686
1744498436,23,889,42,1,,,42,,,75.29411765
1744498437,29,861,42,1,,,42,,,76.19607843
1744498437,26,51,42,1,,,42,,,77.09803922
1744498437,28,34,42,1,,,42,,,78
1744498437,22,38,42,1,,,42,,,78.90196078
1744498437,27,34,42,1,,,42,,,79.80392157
1744498437,37,33,42,1,,,42,,,80.70588235
1744498437,28,30,42,1,,,42,,,81.60784314
1744498437,21,35,42,1,,,42,,,82.50980392
1744498437,17,41,42,1,,,42,,,83.41176471
1744498437,38,25,42,1,,,42,,,84.31372549
1744498438,37,37,42,1,,,42,,,85.21568627
1744498438,25,34,42,1,,,42,,,86.11764706
1744498438,31,32,86,1,,,86,,,86.62745098
1744498438,25,39,86,1,,,86,,,86.2745098
1744498438,24,36,86,1,,,86,,,85.92156863
1744498438,21,41,86,1,,,86,,,85.56862745
1744498438,24,29,86,1,,,86,,,85.21568627
1744498438,31,32,86,1,,,86,,,84.8627451
1744498438,29,44,86,1,,,86,,,84.50980392
1744498438,27,40,86,1,,,86,,,84.15686275
1744498439,26,38,86,1,,,86,,,83.80392157
1744498439,36,31,86,1,,,86,,,83.45098039
1744498439,29,31,86,1,,,86,,,83.09803922
1744498439,30,32,86,1,,,86,,,82.74509804
1744498439,20,33,86,1,,,86,,,82.39215686
1744498439,31,31,86,1,,,86,,,82.03921569
1744498439,34,33,86,1,,,86,,,81.68627451
1744498439,26,32,86,1,,,86,,,81.33333333
1744498439,27,33,86,1,,,86,,,80.98039216
1744498439,0,34,86,1,,,86,,,80.62745098
1744498440,0,31,86,1,,,86,,,80.2745098
1744498440,3558,37,86,1,,,86,,,79.92156863
1744498440,2100,33,86,1,,,86,,,79.56862745
1744498440,0,7,86,1,,,86,,,79.21568627
1744498440,0,0,86,1,,,86,,,78.8627451
1744498440,511,85,86,1,,,86,,,78.50980392
1744498440,1122,3236,86,1,,,86,,,78.15686275
1744498440,159,1343,88,1,,,88,,,77.74509804
1744498440,30,0,88,1,,,88,,,77.29411765
1744498440,40,0,88,1,,,88,,,76.84313725
1744498441,32,286,88,1,,,88,,,76.39215686
1744498441,26,969,88,1,,,88,,,75.94117647
1744498441,17,233,88,1,,,88,,,75.49019608
1744498441,23,38,88,1,,,88,,,75.03921569
1744498441,29,32,88,1,,,88,,,74.58823529
1744498441,33,32,88,1,,,88,,,74.1372549
1744498441,28,37,88,1,,,88,,,73.68627451
1744498441,22,39,88,1,,,88,,,73.23529412
1744498441,28,30,88,1,,,88,,,72.78431373
1744498441,32,26,88,1,,,88,,,72.33333333
1744498442,29,34,88,1,,,88,,,71.88235294
1744498442,21,39,88,1,,,88,,,71.43137255
1744498442,22,34,88,1,,,88,,,70.98039216
1744498442,35,30,88,1,,,88,,,70.52941176
1744498442,30,33,88,1,,,88,,,70.07843137
1744498442,28,32,88,1,,,88,,,69.62745098
1744498442,19,34,88,1,,,88,,,69.17647059
1744498442,28,35,88,1,,,88,,,68.7254902
1744498442,31,35,88,1,,,88,,,68.2745098
1744498442,28,38,88,1,,,88,,,67.82352941
1744498443,21,37,88,1,,,88,,,67.37254902
1744498443,27,27,88,1,,,88,,,66.92156863
1744498443,23,35,68,1,,,68,,,67
1744498443,26,33,68,1,,,68,,,67.47058824
1744498443,21,28,68,1,,,68,,,67.94117647
1744498443,28,34,68,1,,,68,,,68.41176471
1744498443,28,33,68,1,,,68,,,68.88235294
1744498443,22,36,68,1,,,68,,,69.35294118
1744498443,30,33,68,1,,,68,,,69.82352941
1744498443,34,33,68,1,,,68,,,70.29411765
1744498444,28,36,68,1,,,68,,,70.76470588
1744498444,0,34,68,1,,,68,,,71.23529412
1744498444,0,30,68,1,,,68,,,71.70588235
1744498444,3507,37,68,1,,,68,,,72.17647059
1744498444,2074,34,68,1,,,68,,,72.64705882
1744498444,0,9,68,1,,,68,,,73.11764706
1744498444,0,0,68,1,,,68,,,73.58823529
1744498444,512,92,68,1,,,68,,,74.05882353
1744498444,1109,3239,68,1,,,68,,,74.52941176
1744498444,221,1639,68,1,,,68,,,75
1744498445,35,40,68,1,,,68,,,75.47058824
1744498445,34,0,68,1,,,68,,,75.94117647
1744498445,25,138,68,1,,,68,,,76.41176471
1744498445,20,1065,68,1,,,68,,,76.88235294
1744498445,17,336,68,1,,,68,,,77.35294118
1744498445,29,37,68,1,,,68,,,77.82352941
1744498445,26,33,68,1,,,68,,,78.29411765
1744498445,25,35,65,1,,,65,,,78.8627451
1744498445,24,37,65,1,,,65,,,79.49019608
1744498445,30,26,65,1,,,65,,,80.11764706
1744498446,27,30,65,1,,,65,,,80.74509804
1744498446,33,33,65,1,,,65,,,81.37254902
1744498446,25,34,65,1,,,65,,,82
1744498446,25,33,65,1,,,65,,,82.62745098
1744498446,30,30,65,1,,,65,,,83.25490196
1744498446,27,36,65,1,,,65,,,83.88235294
1744498446,31,40,65,1,,,65,,,84.50980392
1744498446,21,36,65,1,,,65,,,85.1372549
1744498446,25,37,65,1,,,65,,,85.76470588
1744498446,37,29,65,1,,,65,,,86.39215686
1744498447,33,35,65,1,,,65,,,87.01960784
1744498447,27,33,65,1,,,65,,,87.64705882
1744498447,18,37,65,1,,,65,,,88.2745098
1744498447,19,36,65,1,,,65,,,88.90196078
1744498447,31,34,65,1,,,65,,,89.52941176
1744498447,35,34,65,1,,,65,,,90.15686275
1744498447,31,35,65,1,,,65,,,90.78431373
1744498447,25,35,65,1,,,65,,,91.41176471
1744498447,25,33,65,1,,,65,,,92.03921569
1744498447,38,24,65,1,,,65,,,92.66666667
1744498448,29,29,65,1,,,65,,,93.29411765
1744498448,27,26,65,1,,,65,,,93.92156863
1744498453,21,0,92,1,,,92,,,94.25490196
1744498453,29,15,92,1,,,92,,,94.05882353
1744498453,30,922,92,1,,,92,,,93.8627451
1744498453,32,428,92,1,,,92,,,93.66666667
1744498453,28,51,92,1,,,92,,,93.47058824
1744498453,23,38,92,1,,,92,,,93.2745098
1744498453,26,39,92,1,,,92,,,93.07843137
1744498453,24,29,92,1,,,92,,,92.88235294
1744498454,27,29,92,1,,,92,,,92.68627451
1744498454,27,39,92,1,,,92,,,92.49019608
1744498454,21,34,92,1,,,92,,,92.29411765
1744498454,27,37,92,1,,,92,,,92.09803922
1744498454,25,28,92,1,,,92,,,91.90196078
1744498454,36,32,92,1,,,92,,,91.70588235
1744498454,29,34,92,1,,,92,,,91.50980392
1744498454,27,35,92,1,,,92,,,91.31372549
1744498454,25,31,92,1,,,92,,,91.11764706
1744498454,33,35,92,1,,,92,,,90.92156863
1744498455,29,28,92,1,,,92,,,90.7254902
1744498455,27,38,92,1,,,92,,,90.52941176
1744498455,29,34,92,1,,,92,,,90.33333333
1744498455,34,34,92,1,,,92,,,90.1372549
1744498455,33,37,92,1,,,92,,,89.94117647
1744498455,24,31,92,1,,,92,,,89.74509804
1744498455,27,34,92,1,,,92,,,89.54901961
1744498455,24,34,97,1,,,97,,,88.80392157
1744498455,25,31,97,1,,,97,,,87.96078431
1744498455,25,35,97,1,,,97,,,87.11764706
1744498456,27,31,97,1,,,97,,,86.2745098
1744498456,26,40,97,1,,,97,,,85.43137255
1744498456,32,38,97,1,,,97,,,84.58823529
1744498456,8,27,97,1,,,97,,,83.74509804
1744498456,0,37,97,1,,,97,,,82.90196078
1744498456,368,19,97,1,,,97,,,82.05882353
1744498456,3456,32,97,1,,,97,,,81.21568627
1744498456,938,25,97,1,,,97,,,80.37254902
1744498456,0,5,97,1,,,97,,,79.52941176
1744498456,0,0,97,1,,,97,,,78.68627451
1744498457,755,699,97,1,,,97,,,77.84313725
1744498457,520,3232,97,1,,,97,,,77
1744498457,65,685,97,1,,,97,,,76.15686275
1744498457,27,0,97,1,,,97,,,75.31372549
1744498457,24,0,97,1,,,97,,,74.47058824
1744498457,31,1067,97,1,,,97,,,73.62745098
1744498457,25,535,97,1,,,97,,,72.78431373
1744498457,33,31,97,1,,,97,,,71.94117647
1744498457,19,38,97,1,,,97,,,71.09803922
1744498457,25,37,97,1,,,97,,,70.25490196
1744498458,25,28,97,1,,,97,,,69.41176471
1744498458,26,31,97,1,,,97,,,68.56862745
1744498458,27,32,82,1,,,82,,,67.82352941
1744498458,27,36,82,1,,,82,,,67.37254902
1744498458,17,29,82,1,,,82,,,66.92156863
1744498458,32,35,82,1,,,82,,,66.47058824
1744498458,25,32,82,1,,,82,,,66.01960784
1744498458,25,37,82,1,,,82,,,65.56862745
1744498458,21,36,82,1,,,82,,,65.11764706
1744498458,34,34,82,1,,,82,,,64.66666667
1744498459,25,34,82,1,,,82,,,64.21568627
1744498459,29,35,82,1,,,82,,,63.76470588
1744498459,21,37,82,1,,,82,,,63.31372549
1744498459,31,32,82,1,,,82,,,62.8627451
1744498459,22,29,82,1,,,82,,,62.41176471
1744498459,30,40,82,1,,,82,,,61.96078431
1744498459,24,39,82,1,,,82,,,61.50980392
1744498459,20,35,82,1,,,82,,,61.05882353
1744498459,27,32,82,1,,,82,,,60.60784314
1744498459,38,27,82,1,,,82,,,60.15686275
1744498460,31,37,82,1,,,82,,,59.70588235
1744498460,25,34,82,1,,,82,,,59.25490196
1744498460,16,37,82,1,,,82,,,58.80392157
1744498460,25,32,82,1,,,82,,,58.35294118
1744498460,0,28,82,1,,,82,,,57.90196078
1744498460,0,34,82,1,,,82,,,57.45098039
1744498460,1920,29,82,1,,,82,,,57
1744498460,2362,43,54,1,,,54,,,56.49019608
1744498460,301,35,54,1,,,54,,,56.52941176
1744498460,0,0,54,1,,,54,,,56.56862745
1744498461,72,0,54,1,,,54,,,56.60784314
1744498461,1051,3353,54,1,,,54,,,56.64705882
1744498461,349,2288,54,1,,,54,,,56.68627451
1744498461,33,0,54,1,,,54,,,56.7254902
1744498461,25,0,54,1,,,54,,,56.76470588
1744498461,31,397,54,1,,,54,,,56.80392157
1744498461,28,1078,54,1,,,54,,,56.84313725
1744498461,23,232,54,1,,,54,,,56.88235294
1744498461,27,34,54,1,,,54,,,56.92156863
1744498461,34,37,54,1,,,54,,,56.96078431
1744498462,22,38,54,1,,,54,,,57
1744498462,30,31,54,1,,,54,,,57.03921569
1744498462,25,26,54,1,,,54,,,57.07843137
1744498462,29,32,54,1,,,54,,,57.11764706
1744498462,31,32,54,1,,,54,,,57.15686275
1744498462,19,35,54,1,,,54,,,57.19607843
1744498462,24,33,54,1,,,54,,,57.23529412
1744498462,34,30,54,1,,,54,,,57.2745098
1744498462,30,30,54,1,,,54,,,57.31372549
1744498462,29,32,54,1,,,54,,,57.35294118
1744498463,27,38,54,1,,,54,,,57.39215686
1744498463,25,40,54,1,,,54,,,57.43137255
1744498463,21,37,59,1,,,59,,,57.47058824
1744498463,36,31,59,1,,,59,,,57.41176471
1744498463,29,34,59,1,,,59,,,57.35294118
1744498463,24,42,59,1,,,59,,,57.29411765
1744498463,24,38,59,1,,,59,,,57.23529412
1744498463,28,34,59,1,,,59,,,57.17647059
1744498463,32,35,59,1,,,59,,,57.11764706
1744498463,25,37,59,1,,,59,,,57.05882353
1744498464,25,38,59,1,,,59,,,57
1744498464,25,30,59,1,,,59,,,56.94117647
1744498464,30,27,59,1,,,59,,,56.88235294
1744498464,32,34,59,1,,,59,,,56.82352941
1744498464,25,43,59,1,,,59,,,56.76470588
1744498464,0,33,59,1,,,59,,,56.70588235
1744498464,0,24,59,1,,,59,,,56.64705882
1744498464,2168,39,59,1,,,59,,,56.58823529
1744498464,3491,39,59,1,,,59,,,56.52941176
1744498464,160,35,59,1,,,59,,,56.47058824
1744498465,0,0,59,1,,,59,,,56.41176471
1744498465,94,0,59,1,,,59,,,56.35294118
1744498465,977,2140,59,1,,,59,,,56.29411765
1744498465,308,2125,59,1,,,59,,,56.23529412
1744498465,49,192,59,1,,,59,,,56.17647059
1744498465,32,0,59,1,,,59,,,56.11764706
1744498465,27,36,59,1,,,59,,,56.05882353
1744498470,22,32,56,1,,,56,,,56.56862745
1744498470,26,35,56,1,,,56,,,57.1372549
1744498470,33,40,56,1,,,56,,,57.70588235
1744498471,20,41,56,1,,,56,,,58.2745098
1744498471,26,37,56,1,,,56,,,58.84313725
1744498471,29,30,56,1,,,56,,,59.41176471
1744498471,31,29,56,1,,,56,,,59.98039216
1744498471,28,32,56,1,,,56,,,60.54901961
1744498471,19,34,56,1,,,56,,,61.11764706
1744498471,21,31,56,1,,,56,,,61.68627451
1744498471,39,35,56,1,,,56,,,62.25490196
1744498471,31,25,56,1,,,56,,,62.82352941
1744498472,26,36,56,1,,,56,,,63.39215686
1744498472,25,35,56,1,,,56,,,63.96078431
1744498472,31,25,56,1,,,56,,,64.52941176
1744498472,26,36,56,1,,,56,,,65.09803922
1744498472,29,34,56,1,,,56,,,65.66666667
1744498472,21,36,56,1,,,56,,,66.23529412
1744498472,28,35,56,1,,,56,,,66.80392157
1744498472,35,25,56,1,,,56,,,67.37254902
1744498472,10,31,56,1,,,56,,,67.94117647
1744498472,0,35,56,1,,,56,,,68.50980392
1744498472,49,28,56,1,,,56,,,69.07843137
1744498473,2999,33,56,1,,,56,,,69.64705882
1744498473,1480,32,56,1,,,56,,,70.21568627
1744498473,32,24,56,1,,,56,,,69.47058824
1744498473,0,0,56,1,,,56,,,68.7254902
1744498473,161,0,56,1,,,56,,,67.98039216
1744498473,978,3423,56,1,,,56,,,67.23529412
1744498473,279,1933,56,1,,,56,,,66.49019608
1744498473,25,0,56,1,,,56,,,65.74509804
1744498473,33,0,56,1,,,56,,,65
1744498473,21,633,56,1,,,56,,,64.25490196
1744498474,21,1013,56,1,,,56,,,63.50980392
1744498474,28,122,56,1,,,56,,,62.76470588
