Time,Red_light,IR_light,SpO2,SpO2Valid,,,remove zeros,,,50 point moving average
1744498546,34,31,80,1,,,80,,,80
1744498546,29,40,80,1,,,80,,,80
1744498546,22,46,80,1,,,80,,,80
1744498546,29,35,80,1,,,80,,,80
1744498546,27,33,80,1,,,80,,,80
1744498546,34,36,80,1,,,80,,,80
1744498546,31,33,80,1,,,80,,,80
1744498547,0,40,80,1,,,80,,,80
1744498547,0,36,80,1,,,80,,,80
1744498547,2809,37,80,1,,,80,,,80
1744498547,2124,33,80,1,,,80,,,80
1744498547,0,13,80,1,,,80,,,80
1744498547,0,0,80,1,,,80,,,80
1744498547,144,0,80,1,,,80,,,80
1744498547,801,2182,80,1,,,80,,,80
1744498547,198,1627,80,1,,,80,,,80
1744498547,26,90,80,1,,,80,,,80
1744498548,23,0,80,1,,,80,,,80
1744498548,27,103,80,1,,,80,,,80
1744498548,27,815,80,1,,,80,,,80
1744498548,29,249,80,1,,,80,,,79.80392157
1744498548,35,42,80,1,,,80,,,79.60784314
1744498548,29,40,80,1,,,80,,,79.41176471
1744498548,23,33,80,1,,,80,,,79.21568627
1744498548,24,31,80,1,,,80,,,79.01960784
1744498548,32,31,80,1,,,80,,,78.82352941
1744498549,32,31,80,1,,,80,,,78.62745098
1744498549,31,30,80,1,,,80,,,78.43137255
1744498549,29,37,80,1,,,80,,,78.23529412
1744498549,20,40,80,1,,,80,,,78.03921569
1744498549,28,32,80,1,,,80,,,77.84313725
1744498549,30,34,80,1,,,80,,,77.64705882
1744498549,27,31,80,1,,,80,,,77.45098039
1744498549,33,36,80,1,,,80,,,77.25490196
1744498549,32,38,80,1,,,80,,,77.05882353
1744498549,28,42,80,1,,,80,,,76.8627451
1744498549,20,38,80,1,,,80,,,76.66666667
1744498550,23,37,80,1,,,80,,,76.47058824
1744498550,28,32,80,1,,,80,,,76.2745098
1744498550,39,28,80,1,,,80,,,76.07843137
1744498550,33,37,80,1,,,80,,,75.88235294
1744498550,27,39,80,1,,,80,,,75.68627451
1744498550,26,40,80,1,,,80,,,75.49019608
1744498550,27,34,80,1,,,80,,,75.29411765
1744498550,24,31,80,1,,,80,,,75.09803922
1744498550,22,38,80,1,,,80,,,74.90196078
1744498551,19,28,80,1,,,80,,,74.70588235
1744498551,0,32,80,1,,,80,,,74.50980392
1744498551,0,31,80,1,,,80,,,74.31372549
1744498551,2455,41,80,1,,,80,,,74.11764706
1744498551,2451,37,80,1,,,80,,,73.92156863
1744498551,0,19,80,1,,,80,,,73.7254902
1744498551,0,0,80,1,,,80,,,73.52941176
1744498551,350,29,80,1,,,80,,,73.33333333
1744498551,824,2672,80,1,,,80,,,73.1372549
1744498551,109,1086,80,1,,,80,,,72.94117647
1744498552,23,0,80,1,,,80,,,72.74509804
1744498552,28,0,80,1,,,80,,,72.54901961
1744498552,32,366,80,1,,,80,,,72.35294118
1744498552,36,586,80,1,,,80,,,72.15686275
1744498552,24,126,80,1,,,80,,,71.96078431
1744498552,22,35,80,1,,,80,,,71.76470588
1744498552,26,27,80,1,,,80,,,71.56862745
1744498552,35,31,80,1,,,80,,,71.37254902
1744498552,30,32,80,1,,,80,,,71.17647059
1744498552,26,33,80,1,,,80,,,70.98039216
1744498553,28,43,80,1,,,80,,,70.78431373
1744498553,29,29,80,1,,,80,,,70.58823529
1744498553,32,34,80,1,,,80,,,70.39215686
1744498553,36,31,80,1,,,80,,,70.19607843
1744498553,26,35,70,1,,,70,,,70
1744498553,19,34,70,1,,,70,,,70
1744498553,25,41,70,1,,,70,,,70
1744498553,26,33,70,1,,,70,,,70
1744498553,23,26,70,1,,,70,,,70
1744498553,32,29,70,1,,,70,,,70
1744498554,25,37,70,1,,,70,,,70
1744498554,21,38,70,1,,,70,,,70
1744498554,27,39,70,1,,,70,,,70
1744498554,41,26,70,1,,,70,,,70
1744498554,34,25,70,1,,,70,,,70
1744498554,33,35,70,1,,,70,,,70
1744498554,31,30,70,1,,,70,,,70
1744498554,33,33,70,1,,,70,,,70
1744498554,24,37,70,1,,,70,,,70
1744498554,22,34,70,1,,,70,,,70
1744498555,24,27,70,1,,,70,,,70
1744498555,0,23,70,1,,,70,,,70
1744498555,0,32,70,1,,,70,,,70
1744498555,1986,36,70,1,,,70,,,70
1744498555,2846,39,70,1,,,70,,,70
1744498555,65,41,70,1,,,70,,,70
1744498555,0,0,70,1,,,70,,,70
1744498555,102,0,70,1,,,70,,,70
1744498555,730,1927,70,1,,,70,,,70
1744498555,208,1750,70,1,,,70,,,70.17647059
1744498556,29,128,70,1,,,70,,,70.35294118
1744498556,21,0,70,1,,,70,,,70.52941176
1744498556,25,22,70,1,,,70,,,70.70588235
1744498556,42,790,70,1,,,70,,,70.88235294
1744498556,39,248,70,1,,,70,,,71.05882353
1744498556,32,31,70,1,,,70,,,71.23529412
1744498556,31,30,70,1,,,70,,,71.41176471
1744498556,35,36,70,1,,,70,,,71.58823529
1744498556,28,35,70,1,,,70,,,71.76470588
1744498556,19,39,70,1,,,70,,,71.94117647
1744498557,19,33,70,1,,,70,,,72.11764706
1744498557,25,37,70,1,,,70,,,72.29411765
1744498557,27,30,70,1,,,70,,,72.47058824
1744498557,30,30,70,1,,,70,,,72.64705882
1744498557,38,37,70,1,,,70,,,72.82352941
1744498557,31,38,70,1,,,70,,,73
1744498557,26,31,70,1,,,70,,,73.17647059
1744498557,27,32,70,1,,,70,,,73.35294118
1744498557,24,28,70,1,,,70,,,73.52941176
1744498557,32,32,70,1,,,70,,,73.70588235
1744498558,29,32,70,1,,,70,,,73.88235294
1744498558,29,36,70,1,,,70,,,74.05882353
1744498558,23,40,70,1,,,70,,,74.23529412
1744498558,22,40,70,1,,,70,,,74.41176471
1744498558,28,25,70,1,,,70,,,74.07843137
1744498558,31,35,70,1,,,70,,,73.74509804
1744498558,20,37,70,1,,,70,,,73.41176471
1744498558,20,34,70,1,,,70,,,73.07843137
1744498558,26,27,70,1,,,70,,,72.74509804
1744498558,37,37,70,1,,,70,,,72.41176471
1744498559,30,36,70,1,,,70,,,72.07843137
1744498559,0,34,70,1,,,70,,,71.74509804
1744498559,0,37,70,1,,,70,,,71.41176471
1744498559,2773,28,70,1,,,70,,,71.07843137
1744498559,1939,27,70,1,,,70,,,70.74509804
1744498559,0,7,70,1,,,70,,,70.41176471
1744498559,0,0,70,1,,,70,,,70.07843137
1744498559,403,128,70,1,,,70,,,69.74509804
1744498559,788,2746,70,1,,,70,,,69.41176471
1744498559,108,999,70,1,,,70,,,69.07843137
1744498560,32,0,70,1,,,70,,,68.74509804
1744498560,29,0,70,1,,,70,,,68.41176471
1744498560,39,391,70,1,,,70,,,68.07843137
1744498560,29,517,70,1,,,70,,,67.74509804
1744498560,32,97,70,1,,,70,,,67.41176471
1744498560,29,35,70,1,,,70,,,67.07843137
1744498560,25,39,70,1,,,70,,,66.74509804
1744498560,19,31,70,1,,,70,,,66.41176471
1744498560,24,34,70,1,,,70,,,66.07843137
1744498560,20,40,79,1,,,79,,,65.74509804
1744498561,22,37,79,1,,,79,,,65.23529412
1744498561,22,36,79,1,,,79,,,64.7254902
1744498561,26,36,79,1,,,79,,,64.21568627
1744498561,29,32,79,1,,,79,,,63.70588235
1744498561,28,34,79,1,,,79,,,63.19607843
1744498561,33,35,79,1,,,79,,,62.68627451
1744498561,21,38,79,1,,,79,,,62.17647059
1744498561,24,38,79,1,,,79,,,61.66666667
1744498561,25,37,79,1,,,79,,,61.15686275
1744498561,26,30,79,1,,,79,,,60.64705882
1744498562,28,29,79,1,,,79,,,60.1372549
1744498562,31,33,79,1,,,79,,,59.62745098
1744498562,27,35,79,1,,,79,,,59.11764706
1744498562,24,38,79,1,,,79,,,58.60784314
1744498562,27,30,79,1,,,79,,,58.09803922
1744498562,30,30,79,1,,,79,,,57.58823529
1744498562,31,36,79,1,,,79,,,57.07843137
1744498562,29,31,79,1,,,79,,,56.56862745
1744498562,26,41,79,1,,,79,,,56.05882353
1744498562,31,36,79,1,,,79,,,55.54901961
1744498563,17,33,79,1,,,79,,,55.03921569
1744498563,0,34,79,1,,,79,,,54.52941176
1744498563,0,25,79,1,,,79,,,54.01960784
1744498563,3068,36,79,1,,,79,,,53.50980392
1744498563,1085,35,53,1,,,53,,,53
1744498563,0,0,53,1,,,53,,,53
1744498563,0,0,53,1,,,53,,,53
1744498563,630,1088,53,1,,,53,,,53
1744498563,646,3077,53,1,,,53,,,53
1744498563,37,455,53,1,,,53,,,53
1744498564,21,0,53,1,,,53,,,53
1744498564,39,2,53,1,,,53,,,53
1744498564,25,701,53,1,,,53,,,53
1744498564,24,284,53,1,,,53,,,53
1744498564,26,40,53,1,,,53,,,53
1744498564,24,38,53,1,,,53,,,53
1744498564,20,38,53,1,,,53,,,53
1744498564,27,34,53,1,,,53,,,53
1744498564,27,31,53,1,,,53,,,53
1744498564,25,36,53,1,,,53,,,53
1744498565,25,39,53,1,,,53,,,53
1744498565,21,38,53,1,,,53,,,53
1744498565,27,33,53,1,,,53,,,53
1744498565,24,33,53,1,,,53,,,53
1744498565,31,28,53,1,,,53,,,53
1744498565,29,40,53,1,,,53,,,53
1744498565,26,43,53,1,,,53,,,53
1744498565,27,37,53,1,,,53,,,53
1744498565,29,41,53,1,,,53,,,53
1744498565,22,40,53,1,,,53,,,52.37254902
1744498566,28,36,53,1,,,53,,,51.74509804
1744498566,23,35,53,1,,,53,,,51.11764706
1744498566,24,30,53,1,,,53,,,50.49019608
1744498566,39,32,53,1,,,53,,,49.8627451
1744498566,30,36,53,1,,,53,,,49.23529412
1744498566,26,31,53,1,,,53,,,48.60784314
1744498566,25,38,53,1,,,53,,,47.98039216
1744498566,26,39,53,1,,,53,,,47.35294118
1744498566,24,36,53,1,,,53,,,46.7254902
1744498566,32,26,53,1,,,53,,,46.09803922
1744498567,24,34,53,1,,,53,,,45.47058824
1744498567,0,37,53,1,,,53,,,44.84313725
1744498567,70,34,53,1,,,53,,,44.21568627
1744498567,3451,27,53,1,,,53,,,43.58823529
1744498567,912,34,53,1,,,53,,,42.96078431
1744498567,0,0,53,1,,,53,,,42.33333333
1744498567,0,0,53,1,,,53,,,41.70588235
1744498567,1004,2469,53,1,,,53,,,41.07843137
1744498567,484,2998,53,1,,,53,,,40.45098039
1744498567,23,15,53,1,,,53,,,39.82352941
1744498568,33,0,53,1,,,53,,,39.19607843
1744498568,28,358,53,1,,,53,,,38.56862745
1744498568,26,1096,53,1,,,53,,,37.94117647
1744498568,36,182,53,1,,,53,,,37.31372549
1744498583,418,0,53,1,,,53,,,36.74509804
1744498583,709,3481,53,1,,,53,,,36.17647059
1744498583,114,1033,53,1,,,53,,,35.60784314
1744498583,41,0,53,1,,,53,,,35.03921569
1744498583,29,0,53,1,,,53,,,34.47058824
1744498583,33,994,53,1,,,53,,,33.90196078
1744498584,26,593,53,1,,,53,,,33.33333333
1744498584,34,37,53,1,,,53,,,32.76470588
1744498584,32,34,53,1,,,53,,,32.19607843
1744498584,27,31,53,1,,,53,,,31.62745098
1744498584,20,33,53,1,,,53,,,31.05882353
1744498584,24,33,53,1,,,53,,,30.49019608
1744498584,23,34,53,1,,,53,,,29.92156863
1744498584,31,36,53,1,,,53,,,29.35294118
1744498584,28,35,53,1,,,53,,,28.78431373
1744498584,29,35,53,1,,,53,,,28.21568627
1744498585,24,41,53,1,,,53,,,27.64705882
1744498585,20,32,53,1,,,53,,,27.07843137
1744498585,26,33,53,1,,,53,,,26.50980392
1744498585,29,35,53,1,,,53,,,25.94117647
1744498585,26,35,53,1,,,53,,,25.37254902
1744498585,30,34,53,1,,,53,,,24.80392157
1744498585,26,39,53,1,,,53,,,24.23529412
1744498585,27,37,53,1,,,53,,,23.66666667
1744498585,26,40,53,1,,,53,,,23.09803922
1744498585,36,34,21,1,,,21,,,22.05882353
1744498586,33,35,21,1,,,21,,,21.64705882
1744498586,31,33,21,1,,,21,,,21.23529412
1744498586,32,41,21,1,,,21,,,20.82352941
1744498586,32,37,21,1,,,21,,,20.41176471
1744498586,22,35,21,1,,,21,,,20
1744498586,23,38,21,1,,,21,,,19.58823529
1744498586,24,37,21,1,,,21,,,19.17647059
1744498586,0,37,21,1,,,21,,,18.76470588
1744498586,0,33,21,1,,,21,,,18.35294118
1744498586,1124,34,21,1,,,21,,,17.94117647
1744498587,3386,39,21,1,,,21,,,17.52941176
1744498587,359,38,21,1,,,21,,,17.11764706
1744498587,0,0,21,1,,,21,,,16.70588235
1744498587,32,0,21,1,,,21,,,16.29411765
1744498587,903,1671,21,1,,,21,,,15.88235294
1744498587,326,2125,21,1,,,21,,,15.47058824
1744498587,38,185,21,1,,,21,,,15.05882353
1744498587,24,0,21,1,,,21,,,14.64705882
1744498587,26,139,21,1,,,21,,,14.23529412
1744498587,31,929,21,1,,,21,,,13.82352941
1744498588,37,229,21,1,,,21,,,13.41176471
1744498588,29,30,21,1,,,21,,,13
1744498588,26,37,21,1,,,21,,,12.58823529
1744498588,21,36,21,1,,,21,,,12.17647059
1744498588,42,28,24,1,,,24,,,11.76470588
1744498588,33,27,24,1,,,24,,,11.29411765
1744498588,30,30,24,1,,,24,,,10.82352941
1744498588,31,33,24,1,,,24,,,10.35294118
1744498588,28,39,24,1,,,24,,,9.882352941
1744498588,22,36,24,1,,,24,,,9.411764706
1744498589,26,34,24,1,,,24,,,8.941176471
1744498589,24,34,24,1,,,24,,,8.470588235
1744498589,24,26,24,1,,,24,,,8
1744498589,34,33,24,1,,,24,,,7.529411765
1744498589,38,34,24,1,,,24,,,7.058823529
1744498589,31,37,24,1,,,24,,,6.588235294
1744498589,25,38,24,1,,,24,,,6.117647059
1744498589,22,34,24,1,,,24,,,5.647058824
1744498589,25,30,24,1,,,24,,,5.176470588
1744498589,32,31,24,1,,,24,,,4.705882353
1744498590,27,30,24,1,,,24,,,4.235294118
1744498590,23,36,24,1,,,24,,,3.764705882
1744498590,24,35,24,1,,,24,,,3.294117647
1744498590,25,33,24,1,,,24,,,2.823529412
1744498590,27,34,24,1,,,24,,,2.352941176
1744498590,30,29,24,1,,,24,,,1.882352941
1744498590,30,31,24,1,,,24,,,1.411764706
1744498590,0,36,24,1,,,24,,,0.941176471
1744498590,0,31,24,1,,,24,,,0.470588235
1744498590,2677,36,0,1,,,0,,,0
1744498591,2491,32,0,1,,,0,,,0
1744498591,0,21,0,1,,,0,,,0
1744498591,0,0,0,1,,,0,,,0
1744498591,464,71,0,1,,,0,,,0
1744498591,1004,2907,0,1,,,0,,,0
1744498591,114,999,0,1,,,0,,,0
1744498591,18,0,0,1,,,0,,,0
1744498591,38,0,0,1,,,0,,,0
1744498591,24,562,0,1,,,0,,,0
1744498591,21,623,0,1,,,0,,,0
1744498592,27,108,0,1,,,0,,,0
1744498592,24,31,0,1,,,0,,,0
1744498592,33,24,0,1,,,0,,,0
1744498592,25,33,0,1,,,0,,,0
1744498592,31,31,0,1,,,0,,,0
1744498592,20,35,0,1,,,0,,,0
1744498592,27,29,0,1,,,0,,,0
1744498592,32,31,0,1,,,0,,,0
1744498592,23,36,0,1,,,0,,,0
1744498592,33,31,0,1,,,0,,,0
1744498593,22,39,0,1,,,0,,,0
1744498593,39,25,0,1,,,0,,,0
1744498593,37,39,0,1,,,0,,,0
1744498593,30,31,0,1,,,0,,,0
1744498593,36,30,0,1,,,0,,,0
1744498593,27,40,0,1,,,0,,,0
1744498593,18,39,0,1,,,0,,,0
1744498593,32,27,0,1,,,0,,,0
1744498593,23,36,0,1,,,0,,,0
1744498593,27,34,0,1,,,0,,,0
1744498594,34,25,0,1,,,0,,,0
1744498594,23,33,0,1,,,0,,,0
1744498594,23,31,0,1,,,0,,,0
1744498594,20,35,0,1,,,0,,,0
1744498594,26,25,0,1,,,0,,,0
1744498594,27,32,0,1,,,0,,,0
1744498594,22,39,0,1,,,0,,,0
1744498594,0,39,0,1,,,0,,,0
1744498594,0,40,0,1,,,0,,,0
1744498595,2665,37,0,1,,,0,,,0
1744498595,2567,37,0,1,,,0,,,0
1744498595,0,21,0,1,,,0,,,0
1744498595,0,0,0,1,,,0,,,0
1744498595,382,0,0,1,,,0,,,0
1744498595,1001,2793,0,1,,,0,,,0
1744498595,135,1123,0,1,,,0,,,0
1744498595,26,0,0,1,,,0,,,0
1744498595,28,0,0,1,,,0,,,0
1744498595,32,446,0,1,,,0,,,0
1744498595,27,782,0,1,,,0,,,0
1744498596,28,184,0,1,,,0,,,0
1744498596,28,35,0,1,,,0,,,0
1744498596,17,35,0,1,,,0,,,0
1744498596,26,30,0,1,,,0,,,0
1744498596,33,23,0,1,,,0,,,0
1744498596,23,31,0,1,,,0,,,0
1744498596,28,26,0,1,,,0,,,0
1744498596,19,41,0,1,,,0,,,0
1744498596,29,37,0,1,,,0,,,0
1744498596,28,36,0,1,,,0,,,0
1744498597,24,40,0,1,,,0,,,0
1744498597,35,27,0,1,,,0,,,0
1744498597,25,39,0,1,,,0,,,0
1744498597,25,40,0,1,,,0,,,0
1744498597,28,35,0,1,,,0,,,0
1744498597,21,37,0,1,,,0,,,0
1744498597,24,26,0,1,,,0,,,0
1744498597,30,38,0,1,,,0,,,0
1744498597,23,39,0,1,,,0,,,0
1744498598,31,38,0,1,,,0,,,0
1744498598,21,35,0,1,,,0,,,0
1744498598,26,32,0,1,,,0,,,0
1744498598,37,31,0,1,,,0,,,0
1744498598,23,30,0,1,,,0,,,0
1744498598,25,37,0,1,,,0,,,0
1744498598,26,29,0,1,,,0,,,0
1744498598,26,26,0,1,,,0,,,0
1744498598,0,37,0,1,,,0,,,0
1744498598,0,26,0,1,,,0,,,0
1744498599,2334,33,0,1,,,0,,,0
1744498599,2886,41,0,1,,,0,,,0
1744498599,48,35,0,1,,,0,,,0
1744498599,0,0,0,1,,,0,,,0
1744498599,217,0,0,1,,,0,,,0
1744498599,993,2415,0,1,,,0,,,0
1744498599,223,1560,0,1,,,0,,,0
1744498599,36,70,0,1,,,0,,,0
1744498599,18,0,0,1,,,0,,,0
1744498599,30,154,0,1,,,0,,,0
1744498600,35,925,0,1,,,0,,,0
1744498600,20,242,0,1,,,0,,,0
1744498600,20,35,0,1,,,0,,,0
1744498600,23,31,0,1,,,0,,,0
1744498600,29,35,0,1,,,0,,,0
1744498600,29,37,0,1,,,0,,,0
1744498600,28,39,0,1,,,0,,,0
1744498600,20,36,0,1,,,0,,,0
1744498600,23,33,0,1,,,0,,,0
1744498600,28,33,0,1,,,0,,,0
1744498601,22,31,0,1,,,0,,,0
1744498601,25,31,0,1,,,0,,,0
1744498601,28,36,0,1,,,0,,,0
1744498601,23,36,0,1,,,0,,,0
1744498601,34,33,0,1,,,0,,,0
1744498601,23,34,0,1,,,0,,,0
1744498601,31,30,0,1,,,0,,,0
1744498601,26,37,0,1,,,0,,,0
1744498601,23,32,0,1,,,0,,,0
1744498601,32,31,0,1,,,0,,,0
1744498602,22,42,0,1,,,0,,,0
1744498602,28,34,0,1,,,0,,,0
1744498602,25,33,0,1,,,0,,,0
1744498602,25,33,0,1,,,0,,,0
1744498602,30,33,0,1,,,0,,,0
1744498602,28,37,0,1,,,0,,,0
1744498602,34,30,0,1,,,0,,,0
1744498602,31,39,0,1,,,0,,,0
1744498602,9,37,0,1,,,0,,,0
1744498602,0,30,0,1,,,0,,,0
1744498603,127,40,0,1,,,0,,,0
1744498603,2927,41,0,1,,,0,,,0
1744498603,1046,26,0,1,,,0,,,0
1744498603,0,14,0,1,,,0,,,0
1744498603,0,0,0,1,,,0,,,0
1744498603,495,113,0,1,,,0,,,0
1744498603,697,3333,0,1,,,0,,,0
1744498603,134,1093,0,1,,,0,,,0
1744498603,34,0,0,1,,,0,,,0
1744498603,28,0,0,1,,,0,,,0
1744498604,33,789,0,1,,,0,,,0
1744498604,26,821,0,1,,,0,,,0
1744498604,37,43,0,1,,,0,,,0
1744498604,19,42,0,1,,,0,,,0
1744498604,24,28,0,1,,,0,,,0
1744498604,36,29,0,1,,,0,,,0
1744498604,23,36,0,1,,,0,,,0
1744498604,29,35,0,1,,,0,,,0
1744498604,25,37,0,1,,,0,,,0
